UNIQUE KEY,DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,PERSONS INJURED
3597682,1/12/2017,0:00,BRONX,10457,40.8429233,-73.9095582,"(40.8429233, -73.9095582)",MOUNT EDEN PARKWAY,MORRIS AVENUE,,1
3597089,1/12/2017,0:00,BROOKLYN,11233,40.6860112,-73.9197048,"(40.6860112, -73.9197048)",,,888       HANCOCK STREET,0
3597414,1/12/2017,0:00,MANHATTAN,10023,40.7811953,-73.9797467,"(40.7811953, -73.9797467)",AMSTERDAM AVENUE,WEST 76 STREET,,0
3597373,1/12/2017,0:00,,,,,,10 AVENUE,,,0
3597198,1/12/2017,0:00,,,,,,GANSEVOORT BOULEVARD,CHERRY PLACE,,0
3597203,1/12/2017,0:00,,,,,,,,166       LOCKMAN AVENUE,0
3597102,1/12/2017,0:00,QUEENS,11361,40.761097,-73.76386,"(40.761097, -73.76386)",NORTHERN BOULEVARD,218 STREET,,0
3597191,1/12/2017,0:00,,,,,,FARMERS BOULEVARD,140 AVENUE,,2
3596811,1/12/2017,0:02,,,,,,MURDOCK COURT,,,0
3599987,1/12/2017,0:10,,,,,,WEBSTER AVENUE,,,0
3596580,1/12/2017,0:10,,,,,,BRADLEY AVENUE,,,0
3596588,1/12/2017,0:15,,,,,,ROCKAWAY BOULEVARD,,,1
3596617,1/12/2017,0:20,MANHATTAN,10035,40.7974889,-73.9368561,"(40.7974889, -73.9368561)",,,306       EAST 117 STREET,0
3597618,1/12/2017,0:20,QUEENS,11385,40.706002,-73.893445,"(40.706002, -73.893445)",,,64-29     68 AVENUE,0
3596628,1/12/2017,0:21,,,40.7674916,-73.9016962,"(40.7674916, -73.9016962)",,,,0
3597623,1/12/2017,0:23,BRONX,10460,40.841521,-73.8745935,"(40.841521, -73.8745935)",EAST 180 STREET,BRONX PARK AVENUE,,0
3596895,1/12/2017,0:26,QUEENS,11691,40.6061312,-73.744262,"(40.6061312, -73.744262)",EMPIRE AVENUE,SAGE STREET,,1
3596787,1/12/2017,0:30,,,,,,BEADEL STREET,,,0
3596626,1/12/2017,0:31,MANHATTAN,10035,40.8082795,-73.9387929,"(40.8082795, -73.9387929)",MADISON AVENUE,EAST 129 STREET,,1
3596666,1/12/2017,0:37,QUEENS,11366,40.7257899,-73.791744,"(40.7257899, -73.791744)",UNION TURNPIKE,UTOPIA PARKWAY,,0
3596665,1/12/2017,0:38,QUEENS,11366,40.725285,-73.7933222,"(40.725285, -73.7933222)",UNION TURNPIKE,176 STREET,,0
3598516,1/12/2017,0:44,QUEENS,11378,40.7259197,-73.8953397,"(40.7259197, -73.8953397)",GRAND AVENUE,69 STREET,,1
3596766,1/12/2017,0:50,,,,,,MEEKER AVENUE,MC GUINNESS BLVD SOUTH,,2
3596949,1/12/2017,0:50,,,40.7816671,-73.9866887,"(40.7816671, -73.9866887)",,,,3
3596776,1/12/2017,0:50,BROOKLYN,11222,40.7362773,-73.958514,"(40.7362773, -73.958514)",COMMERCIAL STREET,CLAY STREET,,0
3597038,1/12/2017,0:53,QUEENS,11369,40.7601001,-73.85929,"(40.7601001, -73.85929)",ASTORIA BOULEVARD,DITMARS BOULEVARD,,0
3597426,1/12/2017,0:55,,,,,,BRUCKNER BOULEVARD,MIDDLETOWN ROAD,,1
3600792,1/12/2017,10:00,,,40.705914,-74.01343,"(40.705914, -74.01343)",MORRIS STREET,,,0
3597464,1/12/2017,10:00,QUEENS,11691,40.6004009,-73.7509027,"(40.6004009, -73.7509027)",GATEWAY BOULEVARD,NEW HAVEN AVENUE,,0
3597553,1/12/2017,10:00,,,,,,,,,0
3597124,1/12/2017,10:00,BROOKLYN,11201,40.688616,-73.9891681,"(40.688616, -73.9891681)",ATLANTIC AVENUE,SMITH STREET,,0
3597702,1/12/2017,10:00,BROOKLYN,11221,40.6865517,-73.91559,"(40.6865517, -73.91559)",,,15        WEIRFIELD STREET,0
3598437,1/12/2017,10:00,BROOKLYN,11229,40.6113729,-73.9497856,"(40.6113729, -73.9497856)",AVENUE P,EAST 24 STREET,,0
3598712,1/12/2017,10:00,BROOKLYN,11230,40.6181369,-73.9587964,"(40.6181369, -73.9587964)",,,1624      AVENUE M,0
3599664,1/12/2017,10:00,BROOKLYN,11217,40.686817,-73.97821,"(40.686817, -73.97821)",ASHLAND PLACE,LAFAYETTE AVENUE,,1
3597108,1/12/2017,10:08,,,40.7406926,-73.8441704,"(40.7406926, -73.8441704)",,,,0
3597167,1/12/2017,10:09,MANHATTAN,10029,40.7893076,-73.9433966,"(40.7893076, -73.9433966)",2 AVENUE,EAST 104 STREET,,0
3600313,1/12/2017,10:10,BROOKLYN,11212,40.661909,-73.9275661,"(40.661909, -73.9275661)",EAST 92 STREET,RUTLAND ROAD,,0
3598579,1/12/2017,10:15,BRONX,10454,40.8078095,-73.9238384,"(40.8078095, -73.9238384)",WILLIS AVENUE,EAST 136 STREET,,0
3599165,1/12/2017,10:15,MANHATTAN,10013,40.7194566,-73.9943975,"(40.7194566, -73.9943975)",BROOME STREET,BOWERY,,0
3598034,1/12/2017,10:15,QUEENS,11106,40.7581471,-73.9251946,"(40.7581471, -73.9251946)",,,34-16     34 STREET,0
3596752,1/12/2017,10:15,,,,,,CANAL STREET,,,0
3597197,1/12/2017,10:20,,,,,,,,1775      SOUTH AVENUE,0
3597053,1/12/2017,10:20,BROOKLYN,11201,40.6934893,-73.9791676,"(40.6934893, -73.9791676)",MYRTLE AVENUE,NAVY STREET,,0
3599509,1/12/2017,10:20,MANHATTAN,10019,40.7639145,-73.9802718,"(40.7639145, -73.9802718)",,,158       WEST 55 STREET,0
3597207,1/12/2017,10:20,,,,,,FRONT STREET,,,0
3597639,1/12/2017,10:20,BROOKLYN,11216,40.691455,-73.9507386,"(40.691455, -73.9507386)",,,627       DE KALB AVENUE,3
3596735,1/12/2017,10:28,QUEENS,11433,40.7057792,-73.7910239,"(40.7057792, -73.7910239)",168 PLACE,92 ROAD,,0
3597236,1/12/2017,10:30,,,,,,,,,0
3596855,1/12/2017,10:30,BROOKLYN,11208,40.6891614,-73.8706395,"(40.6891614, -73.8706395)",,,50        LINCOLN AVENUE,0
3597205,1/12/2017,10:30,MANHATTAN,10017,40.7482147,-73.9685398,"(40.7482147, -73.9685398)",EAST 42 STREET,FDR DRIVE,,0
3596935,1/12/2017,10:30,QUEENS,11374,40.7133793,-73.8596555,"(40.7133793, -73.8596555)",WOODHAVEN BOULEVARD,TROTTING COURSE LANE,,0
3599212,1/12/2017,10:30,STATEN ISLAND,10312,40.545395,-74.16575,"(40.545395, -74.16575)",RICHMOND AVENUE,WILSON AVENUE,,0
3597547,1/12/2017,10:30,,,,,,101 AVENUE,,,0
3598801,1/12/2017,10:32,MANHATTAN,10002,40.7135493,-73.9720263,"(40.7135493, -73.9720263)",,,WILLIAMSBURG BRIDGE,0
3597694,1/12/2017,10:35,,,,,,WEST 146 STREET,,,0
3597848,1/12/2017,10:35,,,40.5569235,-74.1748426,"(40.5569235, -74.1748426)",,,,2
3599088,1/12/2017,10:35,,,40.590492,-74.19359,"(40.590492, -74.19359)",,,,2
3597271,1/12/2017,10:35,BRONX,10453,40.8557873,-73.9055716,"(40.8557873, -73.9055716)",JEROME AVENUE,EAST 181 STREET,,0
3604344,1/12/2017,10:39,BROOKLYN,11212,40.661892,-73.90102,"(40.661892, -73.90102)",,,508       JUNIUS STREET,0
3596840,1/12/2017,10:40,,,,,,,,10 STREET,0
3597332,1/12/2017,10:45,,,,,,EUCLID AVENUE,,,0
