UNIQUE KEY,DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,PERSONS INJURED
3617194,2/13/2017,18:40,MANHATTAN,10025,40.799786,-73.968216,"(40.799786, -73.968216)",WEST 104 STREET,BROADWAY,,0
3614963,2/13/2017,18:40,BROOKLYN,11214,40.596745,-73.985275,"(40.596745, -73.985275)",86 STREET,STILLWELL AVENUE,,1
3615593,2/13/2017,18:40,BRONX,10451,40.81655,-73.91955,"(40.81655, -73.91955)",COURTLANDT AVENUE,EAST 149 STREET,,0
3615048,2/13/2017,18:45,QUEENS,11354,40.758823,-73.82977,"(40.758823, -73.82977)",,,40-21     MAIN STREET,0
3614968,2/13/2017,18:45,QUEENS,11375,40.736313,-73.85135,"(40.736313, -73.85135)",108 STREET,62 ROAD,,0
3615249,2/13/2017,18:45,BROOKLYN,11218,,,,AVENUE C,OCEAN PARKWAY,,1
3616255,2/13/2017,18:50,,,40.862534,-73.89708,"(40.862534, -73.89708)",GRAND CONCOURSE,,,0
3615029,2/13/2017,18:50,BROOKLYN,11234,40.606766,-73.93052,"(40.606766, -73.93052)",,,2115      EAST 34 STREET,0
3615250,2/13/2017,18:50,BROOKLYN,11230,40.615093,-73.96436,"(40.615093, -73.96436)",AVENUE N,EAST 10 STREET,,1
3615065,2/13/2017,18:50,QUEENS,11354,40.766884,-73.82396,"(40.766884, -73.82396)",34 AVENUE,PARSONS BOULEVARD,,1
3616504,2/13/2017,18:55,BRONX,10464,40.865536,-73.81313,"(40.865536, -73.81313)",,,11        SHORE ROAD,0
3617508,2/13/2017,19:00,,,40.726185,-73.98943,"(40.726185, -73.98943)",2 AVENUE,,,1
3618742,2/13/2017,19:00,MANHATTAN,10013,40.71574,-74.00169,"(40.71574, -74.00169)",CENTRE STREET,LEONARD STREET,,1
3615176,2/13/2017,19:00,BROOKLYN,11221,40.695934,-73.92979,"(40.695934, -73.92979)",,,744       BUSHWICK AVENUE,0
3614964,2/13/2017,19:00,QUEENS,11361,40.760254,-73.76935,"(40.760254, -73.76935)",NORTHERN BOULEVARD,BELL BOULEVARD,,1
3616433,2/13/2017,19:00,MANHATTAN,10013,40.716812,-73.99777,"(40.716812, -73.99777)",MOTT STREET,CANAL STREET,,0
3614997,2/13/2017,19:00,MANHATTAN,10016,40.743782,-73.97352,"(40.743782, -73.97352)",EAST 34 STREET,1 AVENUE,,0
3615066,2/13/2017,19:00,QUEENS,11354,40.76401,-73.82778,"(40.76401, -73.82778)",,,138-46    NORTHERN BOULEVARD,0
3615370,2/13/2017,19:00,QUEENS,11370,40.76635,-73.88756,"(40.76635, -73.88756)",82 STREET,23 AVENUE,,0
3614951,2/13/2017,19:00,QUEENS,11427,40.726006,-73.75173,"(40.726006, -73.75173)",HILLSIDE AVENUE,214 STREET,,0
3615256,2/13/2017,19:00,,,,,,CYPRESS HILL STREET,CYPRESS AVENUE,,0
3615985,2/13/2017,19:00,MANHATTAN,10032,40.84215,-73.94228,"(40.84215, -73.94228)",WEST 168 STREET,FORT WASHINGTON AVENUE,,1
3615098,2/13/2017,19:05,,,40.64165,-73.90378,"(40.64165, -73.90378)",FLATLANDS AVENUE,,,0
3615103,2/13/2017,19:05,STATEN ISLAND,10305,40.60503,-74.06574,"(40.60503, -74.06574)",SCHOOL ROAD,TOMPKINS AVENUE,,1
3614965,2/13/2017,19:10,QUEENS,11358,40.75794,-73.78531,"(40.75794, -73.78531)",,,196-41    NORTHERN BOULEVARD,0
3615175,2/13/2017,19:10,,,40.728493,-74.00408,"(40.728493, -74.00408)",WEST HOUSTON STREET,,,1
3614982,2/13/2017,19:15,,,40.775444,-73.828445,"(40.775444, -73.828445)",,,,0
3614996,2/13/2017,19:15,,,40.671627,-73.96263,"(40.671627, -73.96263)",EASTERN PARKWAY,,,0
3615170,2/13/2017,19:18,,,40.771782,-73.96544,"(40.771782, -73.96544)",EAST 72 STREET,,,0
3615114,2/13/2017,19:20,QUEENS,11691,40.60426,-73.75286,"(40.60426, -73.75286)",BEACH 20 STREET,MOTT AVENUE,,2
3615608,2/13/2017,19:20,BRONX,10451,,,,EAST 138 STREET,EXTERIOR STREET,,0
3617217,2/13/2017,19:23,BRONX,10468,40.86864,-73.90217,"(40.86864, -73.90217)",,,119       WEST KINGSBRIDGE ROAD,0
3616257,2/13/2017,19:28,,,40.860535,-73.914345,"(40.860535, -73.914345)",,,,0
3616539,2/13/2017,19:30,,,40.594616,-73.99743,"(40.594616, -73.99743)",,,,0
3615672,2/13/2017,19:30,BROOKLYN,11234,40.62154,-73.92424,"(40.62154, -73.92424)",AVENUE M,EAST 53 STREET,,0
3616895,2/13/2017,19:30,,,40.627583,-74.13176,"(40.627583, -74.13176)",,,23        HAUGHWOUT AVENUE,0
3617644,2/13/2017,19:30,,,40.627583,-74.13176,"(40.627583, -74.13176)",,,23        HAUGHWOUT AVENUE,0
3615047,2/13/2017,19:30,,,,,,COLLEGE POINT BOULEVARD,LONG ISLAND EXPRESSWAY,,1
3614942,2/13/2017,19:31,BROOKLYN,11201,40.688904,-73.980934,"(40.688904, -73.980934)",FLATBUSH AVENUE EXTENSION,FULTON STREET,,0
3614984,2/13/2017,19:40,QUEENS,11354,40.76034,-73.83212,"(40.76034, -73.83212)",,,135-17    38 AVENUE,0
3615276,2/13/2017,19:40,BROOKLYN,11239,40.652397,-73.88374,"(40.652397, -73.88374)",,,175       ARDSLEY LOOP,1
3614950,2/13/2017,19:40,,,40.65727,-73.74279,"(40.65727, -73.74279)",147 AVENUE,,,1
3615334,2/13/2017,19:40,QUEENS,11435,40.692078,-73.810196,"(40.692078, -73.810196)",,,137-27    LIBERTY AVENUE,2
3617277,2/13/2017,19:45,,,40.639915,-73.92717,"(40.639915, -73.92717)",FOSTER AVENUE,EAST 52 STREET,,0
3618095,2/13/2017,19:50,BROOKLYN,11226,40.647167,-73.95273,"(40.647167, -73.95273)",,,128       VERONICA PLACE,0
3614938,2/13/2017,19:56,QUEENS,11366,40.73428,-73.779526,"(40.73428, -73.779526)",193 STREET,73 AVENUE,,0
3616204,2/13/2017,1:30,BRONX,10473,40.82463,-73.85566,"(40.82463, -73.85566)",STORY AVENUE,PUGSLEY AVENUE,,0
3614148,2/13/2017,1:30,,,40.843903,-73.927284,"(40.843903, -73.927284)",,,,1
3614738,2/13/2017,1:35,BROOKLYN,11249,40.716038,-73.96417,"(40.716038, -73.96417)",,,296       WYTHE AVENUE,0
3614465,2/13/2017,1:40,QUEENS,11101,40.757492,-73.93911,"(40.757492, -73.93911)",21 STREET,38 AVENUE,,1
3615510,2/13/2017,1:42,,,40.868282,-73.90107,"(40.868282, -73.90107)",WEST KINGSBRIDGE ROAD,,,1
3615186,2/13/2017,20:00,BROOKLYN,11217,40.68087,-73.97515,"(40.68087, -73.97515)",FLATBUSH AVENUE,BERGEN STREET,,0
3614947,2/13/2017,20:00,QUEENS,11411,40.695957,-73.73652,"(40.695957, -73.73652)",,,223-03    116 AVENUE,0
3614967,2/13/2017,20:00,,,40.801918,-73.94344,"(40.801918, -73.94344)",MADISON AVENUE,,,0
3614955,2/13/2017,20:00,QUEENS,11422,40.665558,-73.72985,"(40.665558, -73.72985)",HOOK CREEK BOULEVARD,SUNRISE HIGHWAY,,0
3616024,2/13/2017,20:00,QUEENS,11377,40.734894,-73.90996,"(40.734894, -73.90996)",,,52-35     58 STREET,0
3615055,2/13/2017,20:00,,,40.667027,-73.9952,"(40.667027, -73.9952)",PROSPECT AVENUE,,,0
3614966,2/13/2017,20:00,,,40.764435,-73.72269,"(40.764435, -73.72269)",,,,0
3615008,2/13/2017,20:05,,,40.737785,-73.93496,"(40.737785, -73.93496)",VANDAM STREET,BORDEN AVENUE,,0
3617339,2/13/2017,20:10,MANHATTAN,10034,40.862602,-73.92028,"(40.862602, -73.92028)",10 AVENUE,WEST 204 STREET,,1
3615209,2/13/2017,20:10,MANHATTAN,10011,40.73893,-73.99572,"(40.73893, -73.99572)",,,581       AVENUE OF THE AMERICAS,0
3615598,2/13/2017,20:10,BROOKLYN,11235,40.57673,-73.964134,"(40.57673, -73.964134)",,,3085      BRIGHTON 3 STREET,0
3615919,2/13/2017,20:10,MANHATTAN,10001,40.751656,-73.99014,"(40.751656, -73.99014)",7 AVENUE,WEST 35 STREET,,0
3615274,2/13/2017,20:12,BROOKLYN,11207,40.681324,-73.888794,"(40.681324, -73.888794)",,,33        JEROME STREET,0
3617290,2/13/2017,20:20,MANHATTAN,10019,,,,WEST 51 STREET,8 AVENUE,,1
3615026,2/13/2017,20:20,BROOKLYN,11234,40.626774,-73.92968,"(40.626774, -73.92968)",,,1406      EAST 48 STREET,0
3615025,2/13/2017,20:25,BROOKLYN,11234,40.623714,-73.91772,"(40.623714, -73.91772)",RALPH AVENUE,EAST 66 STREET,,0
3615229,2/13/2017,20:30,,,40.841496,-73.92486,"(40.841496, -73.92486)",OGDEN AVENUE,,,0
3615208,2/13/2017,20:30,MANHATTAN,10010,40.741615,-73.993744,"(40.741615, -73.993744)",AVENUE OF THE AMERICAS,WEST 21 STREET,,1
3615741,2/13/2017,20:36,BRONX,10460,40.84512,-73.88528,"(40.84512, -73.88528)",,,2045      SOUTHERN BOULEVARD,0
3615914,2/13/2017,20:37,BROOKLYN,11226,40.64277,-73.95643,"(40.64277, -73.95643)",EAST 22 STREET,CLARENDON ROAD,,0
3615005,2/13/2017,20:40,QUEENS,11104,40.748882,-73.919464,"(40.748882, -73.919464)",,,39-40     44 STREET,0
3615687,2/13/2017,20:45,BROOKLYN,11205,40.698677,-73.95886,"(40.698677, -73.95886)",FLUSHING AVENUE,FRANKLIN AVENUE,,0
3616877,2/13/2017,20:50,MANHATTAN,10010,40.741028,-73.99417,"(40.741028, -73.99417)",AVENUE OF THE AMERICAS,WEST 20 STREET,,0
3615006,2/13/2017,21:15,QUEENS,11101,40.745068,-73.936356,"(40.745068, -73.936356)",THOMSON AVENUE,30 PLACE,,0
3615251,2/13/2017,21:25,BROOKLYN,11219,40.63746,-73.99465,"(40.63746, -73.99465)",48 STREET,NEW UTRECHT AVENUE,,0
3615035,2/13/2017,21:25,QUEENS,11413,40.66751,-73.757095,"(40.66751, -73.757095)",,,143-45    SPRINGFIELD BOULEVARD,0
3615000,2/13/2017,21:30,MANHATTAN,10022,40.757698,-73.9694,"(40.757698, -73.9694)",EAST 53 STREET,3 AVENUE,,0
3615290,2/13/2017,21:30,MANHATTAN,10018,40.752216,-73.98377,"(40.752216, -73.98377)",,,45        WEST 39 STREET,1
3615099,2/13/2017,21:38,,,,,,RALPH AVENUE,EAST 80 STREET,,0
3617143,2/13/2017,21:40,BROOKLYN,11236,40.645363,-73.90395,"(40.645363, -73.90395)",,,1042      EAST 96 STREET,0
3614976,2/13/2017,21:42,MANHATTAN,10035,40.79834,-73.93888,"(40.79834, -73.93888)",,,220       EAST 117 STREET,0
3615040,2/13/2017,21:45,,,40.65463,-73.86055,"(40.65463, -73.86055)",,,,0
3615358,2/13/2017,21:50,BRONX,10465,40.83154,-73.8227,"(40.83154, -73.8227)",,,921       HOLLYWOOD AVENUE,0
3615210,2/13/2017,21:50,MANHATTAN,10011,40.737423,-73.99261,"(40.737423, -73.99261)",,,110       5 AVENUE,1
3614977,2/13/2017,22:00,QUEENS,11435,40.70945,-73.81338,"(40.70945, -73.81338)",,,85-17     143 STREET,0
3615187,2/13/2017,22:00,BROOKLYN,11215,40.664413,-73.98033,"(40.664413, -73.98033)",,,1111      8 AVENUE,0
3615257,2/13/2017,22:00,QUEENS,11385,40.712696,-73.900604,"(40.712696, -73.900604)",METROPOLITAN AVENUE,FRESH POND ROAD,,0
3620999,2/13/2017,22:13,MANHATTAN,10007,40.714165,-74.00632,"(40.714165, -74.00632)",CHAMBERS STREET,BROADWAY,,1
3615151,2/13/2017,22:15,QUEENS,11103,40.76478,-73.91979,"(40.76478, -73.91979)",,,30-39     34 STREET,0
3615003,2/13/2017,22:15,MANHATTAN,10002,40.721,-73.98934,"(40.721, -73.98934)",,,162       ALLEN STREET,1
3615258,2/13/2017,22:28,,,,,,,,,0
3615155,2/13/2017,22:30,,,,,,,,63        CENTER DRIVE,0
3615056,2/13/2017,22:30,,,40.579247,-74.16917,"(40.579247, -74.16917)",,,283       PLATINUM AVENUE,0
3615104,2/13/2017,22:45,STATEN ISLAND,10310,40.637985,-74.10955,"(40.637985, -74.10955)",HENDERSON AVENUE,DAVIS AVENUE,,0
3616262,2/13/2017,22:48,,,40.862755,-73.90212,"(40.862755, -73.90212)",WEST FORDHAM ROAD,,,0
3615212,2/13/2017,22:57,MANHATTAN,10016,40.742107,-73.980774,"(40.742107, -73.980774)",,,396       3 AVENUE,0
3615125,2/13/2017,23:00,,,40.696198,-73.98869,"(40.696198, -73.98869)",TILLARY STREET,,,2
3615639,2/13/2017,23:03,,,40.72656,-73.972046,"(40.72656, -73.972046)",,,,1
3615226,2/13/2017,23:30,,,40.829185,-73.928764,"(40.829185, -73.928764)",MACOMBS DAM BRIDGE,EAST 161 STREET,,0
3616783,2/13/2017,23:35,,,40.669704,-73.94774,"(40.669704, -73.94774)",EASTERN PARKWAY,,,0
3615286,2/13/2017,23:45,MANHATTAN,10022,40.759403,-73.9754,"(40.759403, -73.9754)",,,16        EAST 52 STREET,0
3615158,2/13/2017,23:45,BROOKLYN,11237,40.69156,-73.903656,"(40.69156, -73.903656)",,,279       COOPER STREET,1
3614507,2/13/2017,2:00,BROOKLYN,11233,40.675663,-73.91101,"(40.675663, -73.91101)",,,216       ROCKAWAY AVENUE,0
3614512,2/13/2017,2:55,MANHATTAN,10012,40.722572,-73.99509,"(40.722572, -73.99509)",,,232       MOTT STREET,1
3614236,2/13/2017,3:20,BROOKLYN,11207,40.67628,-73.892166,"(40.67628, -73.892166)",ATLANTIC AVENUE,MILLER AVENUE,,0
3614441,2/13/2017,3:22,STATEN ISLAND,10306,40.559437,-74.12481,"(40.559437, -74.12481)",HYLAN BOULEVARD,MALONE AVENUE,,0
3615727,2/13/2017,3:55,BRONX,10474,40.812077,-73.88681,"(40.812077, -73.88681)",COSTER STREET,RANDALL AVENUE,,0
3615111,2/13/2017,4:00,BRONX,10455,40.81608,-73.917694,"(40.81608, -73.917694)",3 AVENUE,EAST 149 STREET,,0
3615810,2/13/2017,4:00,MANHATTAN,10028,40.776867,-73.955414,"(40.776867, -73.955414)",EAST 83 STREET,3 AVENUE,,0
3614523,2/13/2017,4:25,BROOKLYN,11232,40.656624,-74.01274,"(40.656624, -74.01274)",39 STREET,1 AVENUE,,1
3614566,2/13/2017,4:30,MANHATTAN,10002,40.71983,-73.98755,"(40.71983, -73.98755)",ESSEX STREET,RIVINGTON STREET,,2
3614565,2/13/2017,4:30,MANHATTAN,10002,40.721127,-73.98928,"(40.721127, -73.98928)",,,166       ALLEN STREET,0
3615616,2/13/2017,4:45,,,,,,,,,0
3614183,2/13/2017,4:46,QUEENS,11103,40.763504,-73.915306,"(40.763504, -73.915306)",,,30-13     STEINWAY STREET,0
3614567,2/13/2017,4:50,MANHATTAN,10027,40.81151,-73.94649,"(40.81151, -73.94649)",WEST 129 STREET,7 AVENUE,,2
3615163,2/13/2017,5:00,QUEENS,11433,40.693203,-73.794266,"(40.693203, -73.794266)",,,157-14    109 AVENUE,1
3616188,2/13/2017,5:10,BRONX,10473,40.823177,-73.842705,"(40.823177, -73.842705)",,,751       ZEREGA AVENUE,1
3614433,2/13/2017,5:15,BROOKLYN,11201,40.694946,-73.9921,"(40.694946, -73.9921)",PIERREPONT STREET,CLINTON STREET,,1
3615511,2/13/2017,5:28,BRONX,10468,40.8666,-73.895454,"(40.8666, -73.895454)",EAST KINGSBRIDGE ROAD,CRESTON AVENUE,,0
3614767,2/13/2017,5:30,QUEENS,11420,40.666332,-73.81056,"(40.666332, -73.81056)",SOUTH CONDUIT AVENUE,130 STREET,,0
3614754,2/13/2017,5:35,MANHATTAN,10028,40.777504,-73.954956,"(40.777504, -73.954956)",3 AVENUE,EAST 84 STREET,,0
3615241,2/13/2017,5:45,BROOKLYN,11219,40.633694,-73.98992,"(40.633694, -73.98992)",14 AVENUE,49 STREET,,1
3614559,2/13/2017,5:50,QUEENS,11372,40.74887,-73.89257,"(40.74887, -73.89257)",,,73-06     37 AVENUE,1
3614769,2/13/2017,6:00,,,40.66496,-73.82226,"(40.66496, -73.82226)",,,,0
3615117,2/13/2017,6:00,BRONX,10458,40.86785,-73.88757,"(40.86785, -73.88757)",,,323       EAST 198 STREET,0
3614506,2/13/2017,6:00,QUEENS,11368,,,,,,1         marina road,0
3615971,2/13/2017,6:05,MANHATTAN,10033,40.846622,-73.93732,"(40.846622, -73.93732)",WADSWORTH AVENUE,WEST 176 STREET,,1
3615236,2/13/2017,6:10,QUEENS,11378,,,,69 STREET,55 AVENUE,,0
3615617,2/13/2017,6:15,,,40.799717,-73.92991,"(40.799717, -73.92991)",,,,0
3615866,2/13/2017,6:30,MANHATTAN,10036,40.76015,-73.9988,"(40.76015, -73.9988)",WEST 41 STREET,11 AVENUE,,0
3614802,2/13/2017,6:30,MANHATTAN,10035,40.799564,-73.93591,"(40.799564, -73.93591)",2 AVENUE,EAST 120 STREET,,0
3614535,2/13/2017,6:35,QUEENS,11429,40.7055,-73.74428,"(40.7055, -73.74428)",,,112-03    212 STREET,0
3615087,2/13/2017,6:40,BRONX,10451,40.818012,-73.92519,"(40.818012, -73.92519)",EAST 149 STREET,PARK AVENUE,,0
3614656,2/13/2017,6:45,,,40.908436,-73.90368,"(40.908436, -73.90368)",RIVERDALE AVENUE,,,0
3614537,2/13/2017,6:45,,,40.844917,-73.926384,"(40.844917, -73.926384)",,,,0
3615112,2/13/2017,6:50,,,40.811733,-73.9267,"(40.811733, -73.9267)",3 AVENUE,EAST 139 STREET,,0
3615083,2/13/2017,6:55,BROOKLYN,11236,40.644863,-73.91113,"(40.644863, -73.91113)",FOSTER AVENUE,REMSEN AVENUE,,0
3614524,2/13/2017,7:00,,,40.65274,-74.009384,"(40.65274, -74.009384)",3 AVENUE,,,0
3614461,2/13/2017,7:05,BRONX,10459,40.816196,-73.896,"(40.816196, -73.896)",,,1035      LONGWOOD AVENUE,1
3614502,2/13/2017,7:08,MANHATTAN,10019,40.76314,-73.98427,"(40.76314, -73.98427)",,,260       WEST 52 STREET,1
3615653,2/13/2017,7:10,QUEENS,11411,40.69653,-73.73841,"(40.69653, -73.73841)",116 AVENUE,221 STREET,,0
3615619,2/13/2017,7:15,,,40.861862,-73.91282,"(40.861862, -73.91282)",,,WEST FORDHAM ROAD,1
3614979,2/13/2017,7:17,,,40.732822,-73.8684,"(40.732822, -73.8684)",,,,0
3614713,2/13/2017,7:18,QUEENS,11366,40.723457,-73.80626,"(40.723457, -73.80626)",77 ROAD,162 STREET,,0
3615512,2/13/2017,7:20,BRONX,10467,40.878643,-73.871605,"(40.878643, -73.871605)",EAST GUN HILL ROAD,WEBSTER AVENUE,,0
3616189,2/13/2017,7:25,,,,,,CROSS BRONX EXPRESSWAY,ROSEDALE AVENUE,,1
3616437,2/13/2017,7:30,,,40.709305,-73.99167,"(40.709305, -73.99167)",,,,1
3614847,2/13/2017,7:30,BRONX,10461,40.85669,-73.84097,"(40.85669, -73.84097)",,,1560      PELHAM PARKWAY SOUTH,0
3614780,2/13/2017,7:30,BROOKLYN,11204,40.619156,-73.99388,"(40.619156, -73.99388)",17 AVENUE,67 STREET,,0
3615389,2/13/2017,7:30,,,40.68645,-73.761185,"(40.68645, -73.761185)",120 AVENUE,,,1
3616716,2/13/2017,7:30,,,40.60607,-74.07792,"(40.60607, -74.07792)",,,,0
3615239,2/13/2017,7:35,,,40.735085,-73.89692,"(40.735085, -73.89692)",MAURICE AVENUE,,,0
3614484,2/13/2017,7:40,,,40.806828,-73.93432,"(40.806828, -73.93432)",,,,0
3614536,2/13/2017,7:40,,,40.71388,-73.75404,"(40.71388, -73.75404)",FRANCIS LEWIS BOULEVARD,,,0
3615618,2/13/2017,7:45,,,40.773335,-73.94421,"(40.773335, -73.94421)",,,,0
3614898,2/13/2017,7:45,BRONX,10458,40.85611,-73.88252,"(40.85611, -73.88252)",CROTONA AVENUE,EAST 189 STREET,,0
3614492,2/13/2017,7:45,BROOKLYN,11233,40.674576,-73.92206,"(40.674576, -73.92206)",RALPH AVENUE,BERGEN STREET,,0
3614822,2/13/2017,7:50,MANHATTAN,10007,40.715218,-74.0071,"(40.715218, -74.0071)",,,79        READE STREET,0
3615995,2/13/2017,7:50,,,40.750957,-73.98273,"(40.750957, -73.98273)",WEST 38 STREET,,,0
3614655,2/13/2017,8:00,MANHATTAN,10028,40.77592,-73.95317,"(40.77592, -73.95317)",EAST 83 STREET,2 AVENUE,,0
3614603,2/13/2017,8:00,MANHATTAN,10029,40.788994,-73.94656,"(40.788994, -73.94656)",EAST 102 STREET,3 AVENUE,,0
3614993,2/13/2017,8:00,QUEENS,11355,40.75763,-73.81002,"(40.75763, -73.81002)",156 STREET,ELM AVENUE,,0
3614615,2/13/2017,8:00,,,,,,LINDEN BOULEVARD,,,0
3614625,2/13/2017,8:00,,,40.712864,-73.9693,"(40.712864, -73.9693)",,,,0
3617250,2/13/2017,8:00,BROOKLYN,11212,40.659397,-73.91841,"(40.659397, -73.91841)",,,1142      LENOX ROAD,0
3614778,2/13/2017,8:00,BROOKLYN,11214,40.606895,-74.00663,"(40.606895, -74.00663)",BENSON AVENUE,17 AVENUE,,0
3615165,2/13/2017,8:00,QUEENS,11432,40.70528,-73.803444,"(40.70528, -73.803444)",,,153-15    89 AVENUE,0
3614660,2/13/2017,8:00,,,40.83628,-73.893265,"(40.83628, -73.893265)",CHARLOTTE STREET,,,0
3614946,2/13/2017,8:10,,,,,,ROCKAWAY BOULEVARD,BROOKVILLE BOULEVARD,,0
3615716,2/13/2017,8:10,BRONX,10474,40.81711,-73.89204,"(40.81711, -73.89204)",GARRISON AVENUE,TIFFANY STREET,,0
3614916,2/13/2017,8:10,,,40.596745,-74.093765,"(40.596745, -74.093765)",RICHMOND ROAD,,,0
3615877,2/13/2017,8:15,MANHATTAN,10018,40.757668,-73.99483,"(40.757668, -73.99483)",DYER AVENUE,WEST 40 STREET,,0
3614597,2/13/2017,8:15,,,40.76961,-73.831505,"(40.76961, -73.831505)",137 STREET,,,0
3614832,2/13/2017,8:18,BROOKLYN,11216,40.686657,-73.946846,"(40.686657, -73.946846)",,,495       GATES AVENUE,0
3615193,2/13/2017,8:20,BROOKLYN,11217,40.68143,-73.97556,"(40.68143, -73.97556)",,,202       FLATBUSH AVENUE,0
3614762,2/13/2017,8:20,QUEENS,11421,40.687542,-73.85813,"(40.687542, -73.85813)",,,84-02     91 AVENUE,0
3614525,2/13/2017,8:20,BROOKLYN,11220,40.647144,-74.0107,"(40.647144, -74.0107)",,,424       48 STREET,0
3616258,2/13/2017,8:23,BRONX,10468,40.868015,-73.89997,"(40.868015, -73.89997)",AQUEDUCT AVENUE,WEST KINGSBRIDGE ROAD,,0
3614882,2/13/2017,8:25,,,40.704033,-73.81711,"(40.704033, -73.81711)",VANWYCK EXPRESSWAY,HILLSIDE AVENUE,,0
3614626,2/13/2017,8:30,BROOKLYN,11211,40.70908,-73.9575,"(40.70908, -73.9575)",SOUTH 5 STREET,MARCY AVENUE,,1
3614607,2/13/2017,8:30,QUEENS,11411,40.694656,-73.7414,"(40.694656, -73.7414)",117 ROAD,219 STREET,,0
3615088,2/13/2017,8:30,STATEN ISLAND,10301,40.617027,-74.10408,"(40.617027, -74.10408)",,,1200      CLOVE ROAD,0
3614838,2/13/2017,8:30,,,,,,CROSS BRONX EXPRESSWAY,ROSEDALE AVENUE,,0
3615669,2/13/2017,8:30,BROOKLYN,11234,40.621216,-73.91287,"(40.621216, -73.91287)",,,1420      EAST 68 STREET,0
3614857,2/13/2017,8:30,QUEENS,11101,40.749714,-73.93617,"(40.749714, -73.93617)",NORTHERN BOULEVARD,41 AVENUE,,0
3615620,2/13/2017,8:30,,,40.788795,-73.93755,"(40.788795, -73.93755)",,,,0
3616012,2/13/2017,8:30,,,,,,,,,0
3615265,2/13/2017,8:30,QUEENS,11385,40.69608,-73.88933,"(40.69608, -73.88933)",80 AVENUE,64 LANE,,1
3614504,2/13/2017,8:30,QUEENS,11373,,,,,,55-27     van horn street,0
3614839,2/13/2017,8:30,BRONX,10452,40.83142,-73.92644,"(40.83142, -73.92644)",JEROME AVENUE,EAST 164 STREET,,0
3614620,2/13/2017,8:31,BROOKLYN,11206,40.70778,-73.93854,"(40.70778, -73.93854)",BUSHWICK PLACE,MONTROSE AVENUE,,0
3615667,2/13/2017,8:35,BROOKLYN,11234,40.625893,-73.92661,"(40.625893, -73.92661)",AVENUE K,EAST 51 STREET,,0
3614905,2/13/2017,8:35,STATEN ISLAND,10306,40.560394,-74.120056,"(40.560394, -74.120056)",HYLAN BOULEVARD,GUYON AVENUE,,0
3615213,2/13/2017,8:36,BROOKLYN,11230,40.62508,-73.962326,"(40.62508, -73.962326)",AVENUE J,EAST 14 STREET,,0
3614873,2/13/2017,8:37,MANHATTAN,10022,40.764214,-73.97096,"(40.764214, -73.97096)",EAST 60 STREET,MADISON AVENUE,,0
3614869,2/13/2017,8:39,MANHATTAN,10028,40.778137,-73.95449,"(40.778137, -73.95449)",EAST 85 STREET,3 AVENUE,,4
3615200,2/13/2017,8:45,QUEENS,11417,40.667114,-73.834656,"(40.667114, -73.834656)",NORTH CONDUIT AVENUE,COHANCY STREET,,0
3614503,2/13/2017,8:45,QUEENS,11373,40.73705,-73.86718,"(40.73705, -73.86718)",,,94-39     56 AVENUE,1
3615178,2/13/2017,8:45,BROOKLYN,11210,40.62178,-73.9479,"(40.62178, -73.9479)",AVENUE L,EAST 28 STREET,,0
3614781,2/13/2017,8:50,MANHATTAN,10065,40.760536,-73.95836,"(40.760536, -73.95836)",YORK AVENUE,EAST 62 STREET,,0
3614635,2/13/2017,8:50,BROOKLYN,11225,40.66169,-73.96143,"(40.66169, -73.96143)",FLATBUSH AVENUE,LEFFERTS AVENUE,,2
3615034,2/13/2017,8:55,,,40.63073,-74.01734,"(40.63073, -74.01734)",7 AVENUE,OVINGTON AVENUE,,2
3614617,2/13/2017,8:55,BROOKLYN,11216,40.678722,-73.952995,"(40.678722, -73.952995)",BEDFORD AVENUE,ATLANTIC AVENUE,,0
3614661,2/13/2017,8:55,BROOKLYN,11225,40.66825,-73.95884,"(40.66825, -73.95884)",,,893       FRANKLIN AVENUE,0
3614829,2/13/2017,8:55,BRONX,10475,40.877476,-73.83661,"(40.877476, -73.83661)",BAYCHESTER AVENUE,GIVAN AVENUE,,2
3614591,2/13/2017,9:00,MANHATTAN,10033,40.855343,-73.93765,"(40.855343, -73.93765)",,,819       WEST 187 STREET,0
3615362,2/13/2017,9:00,BRONX,10475,40.874123,-73.83347,"(40.874123, -73.83347)",,,750       BAYCHESTER AVENUE,0
3615031,2/13/2017,9:00,BROOKLYN,11209,40.625435,-74.033195,"(40.625435, -74.033195)",,,8423      RIDGE BOULEVARD,0
3615189,2/13/2017,9:00,BROOKLYN,11215,40.66851,-73.977905,"(40.66851, -73.977905)",,,529       5 STREET,0
3614922,2/13/2017,9:00,BROOKLYN,11220,40.64777,-74.01474,"(40.64777, -74.01474)",3 AVENUE,50 STREET,,0
3615390,2/13/2017,9:00,,,,,,137 AVENUE,,,0
3615699,2/13/2017,9:00,MANHATTAN,10028,40.777504,-73.954956,"(40.777504, -73.954956)",EAST 84 STREET,3 AVENUE,,0
3615743,2/13/2017,9:00,MANHATTAN,10032,40.843903,-73.9427,"(40.843903, -73.9427)",WEST 170 STREET,HAVEN AVENUE,,0
